Sample_ID,Mouse_ID,Group,Tissue,Gene,Ct_Value,Replicate,Experiment_Date
S1300,Mouse62,Het,Lymph Node,GAPDH,18.73,1,03-04-2026
S0127,Mouse 7,WT,Lymph Node,Il2,24.01,1,2026.04.10
S0406,mouse_20,WT,spleen,FOXP3,26.58,1,15.03.2026
S0776,Mouse 37,Het,Spleen,Gapdh,18.41,2,03/03/2026
s0822,Mouse 40,WT,spleen,Il2,24.23,3,11/03/2026
S0712,Mouse 34,HET,spleen,Gapdh,18.43,1,08/04/2026
S1792,mouse_86,WT,spleen,Foxp3,26.92,1,03-18-2026
S1061,Mouse51,HET,spleen,Cd4,20.03,2,04-29-2026
S1164,M-56,WT,thymus,Foxp3,26.26,3,04-04-2026
S0304,Mouse 15,WT ,thymus,Cd4,20.01,1,2026.03.03
S0268,mouse_13,WT,Thymus,Tnfa,22.77,1,2026.03.06
S0546,Mouse 26,WT ,Lymph Node,Gapdh,17.8,3,04-05-2026
S0213,M-11,KO,Lymph Node,Il2,Undetermined,3,2026.04.17
S0897,Mouse43,WT,Spleen,Cd8a,20.73,3,27/04/2026
S1493,Mouse72,ko,Thymus,Il2,24.29,2,28.03.2026
S1223,M-59,WT,Thymus,IFNG,Undetermined,2,03-24-2026
S0917 ,Mouse44,KO,spleen,Cd8a,21.67,2,2026.03.11
S0676,M-33,Het,spleen,Ifng,Undetermined,1,17.03.2026
S1290,Mouse62,Het,Lymph Node,FOXP3,26.32,3,03-04-2026
S0815,M-39,ko,spleen,Tnfa,23.93,2,25.04.2026
S1266,mouse_61,ko,spleen,Ifng,21.83,3,11/03/2026
S0343,Mouse 17,WT,spleen,Foxp3,29.09,1,2026.03.10
S0550,M-27,WT,spleen,Ifng,21.4,1,14/04/2026
S1411,Mouse68,Het,thymus,Ifng,22.5,1,20/04/2026
S1215,mouse_58,Het,thymus,Tnfa,23.02,3,19.04.2026
S0967,M-47,KO,spleen,Il2,27.63,1,18.04.2026
S1231,M-59,WT,Thymus,CD8A,21.32,1,24/03/2026
s0296,Mouse 15,WT ,thymus,Il2,23.65,2,2026.03.03
S0696,Mouse 34,HET,spleen,Il2,27.74,3,08/04/2026
S1453,M-70,Het,Lymph Node,Ifng,21.53,1,26.03.2026
S0074,Mouse 4,Het,Lymph Node,Cd4,19.82,2,2026.04.02
S0606,mouse_29,wt,spleen,Tnfa,23.81,3,2026.04.28
S0105 ,M-5,KO,Lymph Node,GAPDH,18.15,3,04-09-2026
S0646,M-31,HET,Spleen,TNFA,22.67,1,03-06-2026
S1405,Mouse67,KO,Lymph Node,GAPDH,18.13,1,2026.04.06
S1859,Mouse89,WT ,spleen,Cd4,19.51,2,28.03.2026
S1041,Mouse 50,Het,Thymus,CD4,19.07,3,03-15-2026
S0440,Mouse 21,WT ,thymus,Gapdh,17.38,2,10/03/2026
S_1020,Mouse49,Het,thymus,Cd4,19.25,3,17/04/2026
S_92,M-5,KO,Lymph Node,Foxp3,28.62,2,04-09-2026
s1113,Mouse 53,WT,thymus,Gapdh,18.07,3,03-30-2026
S1666,Mouse 80,WT,spleen,Foxp3,26.74,1,24.03.2026
S0909 ,Mouse44,KO,spleen,Ifng,21.67,3,11/03/2026
S_1475,mouse_71,KO,spleen,Ifng,23.24,2,09.03.2026
S0103,M-5,KO,Lymph Node,Gapdh,19.13,1,2026.04.09
S0239,Mouse12,WT ,thymus,FOXP3,26.19,2,04-03-2026
S1617,Mouse 77,KO ,Lymph Node,Gapdh,17.84,3,14/03/2026
S0943,mouse_45,ko,thymus,Gapdh,17.59,1,15.03.2026
S1271 ,mouse_61,ko,spleen,Cd4,19.9,2,03-11-2026
S0939,mouse_45,ko,thymus,CD8A,21.12,3,2026.03.15
S1408,Mouse68,Het,thymus,Il2,,1,2026.04.20
S1182,M-57,WT,Thymus,Ifng,22.54,3,2026.04.13
S1504,Mouse72,ko,Thymus,Cd8a,Undetermined,1,28.03.2026
S0006,mouse_1,ko,Spleen,Ifng,21.86,3,15/03/2026
S1723,M-83,KO,Thymus,Il2,27.94,1,23.03.2026
S0966,M-46,KO ,Spleen,Gapdh,18.02,3,03-21-2026
S0019,mouse_1,ko,Spleen,Gapdh,17.58,1,15.03.2026
S1431,Mouse69,WT,Lymph Node,IL2,22.86,3,2026.04.02
S_122,Mouse 6,Het,thymus,TNFA,24.31,2,22.03.2026
S0662,M-32,WT,Lymph Node,Cd4,20.76,2,2026.03.05
S1601,Mouse 77,KO ,Lymph Node,Ifng,21.74,2,14.03.2026
S0275,Mouse 14,HET,Thymus,Il2,23.91,2,31/03/2026
S0434,Mouse 21,WT ,thymus,Cd8a,21.57,2,10.03.2026
S0812,M-39,ko,spleen,Cd8a,20.54,2,04-25-2026
S1301 ,Mouse62,Het,Lymph Node,GAPDH,17.87,2,03-04-2026
s1336,Mouse 64,WT,Lymph Node,Cd8a,22.24,1,07/04/2026
S1772,mouse_85,KO,Thymus,Foxp3,29.05,2,04-03-2026
S1793,mouse_86,WT,spleen,FOXP3,26.55,2,18.03.2026
S1571,mouse_75,Het,Spleen,Tnfa,23.23,2,03-10-2026
S0182,Mouse 9,KO ,spleen,Cd8a,21.47,2,18.04.2026
S0185,Mouse 9,KO ,spleen,Tnfa,22.44,2,18.04.2026
S0407,mouse_20,WT,spleen,Foxp3,26.39,2,2026.03.15
S0866,mouse_42,KO,Thymus,Ifng,21.78,2,2026.04.12
S_521,mouse_25,KO,thymus,Tnfa,23.6,2,2026.03.21
S1004,M-48,WT,Lymph Node,TNFA,23.13,2,05.04.2026
S0381,Mouse 19,KO,Lymph Node,IL2,27.43,3,2026.03.11
S1435 ,Mouse69,WT,Lymph Node,Foxp3,26.2,1,04-02-2026
S_1394,Mouse67,KO,Lymph Node,Foxp3,29.72,2,2026.04.06
S1425 ,Mouse68,Het,thymus,Tnfa,23.02,3,2026.04.20
S0428,Mouse 21,WT ,thymus,Foxp3,26.4,2,10.03.2026
S0079,Mouse 4,Het,Lymph Node,Tnfa,23.89,1,02.04.2026
S1598,Mouse 77,KO ,Lymph Node,IL2,29.42,2,14/03/2026
S1010 ,Mouse49,Het,thymus,Il2,23.46,2,2026.04.17
S1867,Mouse89,WT ,spleen,Gapdh,17.95,1,2026.03.28
S0608,mouse_29,wt,spleen,Gapdh,17.69,2,28.04.2026
S1693,Mouse81,WT,Spleen,Cd8a,21.08,1,20.03.2026
S1886,mouse_90,KO,Thymus,Tnfa,23.3,2,05.03.2026
S1730,M-83,KO,Thymus,Foxp3,30.2,2,23.03.2026
S1058,Mouse51,HET,spleen,Foxp3,26.23,2,04-29-2026
S1441 ,Mouse69,WT,Lymph Node,Cd8a,21.5,1,02.04.2026
S_1515,Mouse73,WT,Lymph Node,IL2,23.78,3,2026.04.14
S1586 ,Mouse76,KO ,thymus,Cd4,19.52,2,17.03.2026
S1092,mouse_52,KO,Spleen,GAPDH,18.27,3,04-17-2026
S1561,mouse_75,Het,Spleen,Foxp3,,1,03-10-2026
s1102,Mouse 53,WT,thymus,Cd4,20.86,1,30/03/2026
S1130,Mouse 54,KO,thymus,Tnfa,23.68,2,2026.04.28
S1236,M-59,WT,Thymus,Tnfa,22.46,3,03-24-2026
S1676,Mouse 80,WT,spleen,Tnfa,23.47,2,03-24-2026
S0959,M-46,KO ,Spleen,Cd8a,20.42,2,2026.03.21
S0560,M-27,WT,spleen,Cd8a,21.46,2,2026.04.14
S0847,mouse_41,KO ,Spleen,Foxp3,29.9,1,2026.03.27
S0691,M-33,Het,spleen,Gapdh,16.75,1,17.03.2026
S1520,Mouse73,WT,Lymph Node,Foxp3,25.97,2,14/04/2026
S1836,M-88,KO,thymus,FOXP3,25.58,3,04-01-2026
S1803,mouse_86,WT,spleen,Tnfa,23.91,3,18/03/2026
S0437,Mouse 21,WT ,thymus,Tnfa,22.68,2,2026.03.10
s0491,Mouse24,WT,thymus,FOXP3,26.03,2,29.04.2026
S1724,M-83,KO,Thymus,Il2,27.11,2,2026.03.23
S1745,Mouse84,KO,Spleen,Il2,24.98,2,02.04.2026
S1630,Mouse78,wt,spleen,Cd8a,21.0,1,21/04/2026
S1388,Mouse67,KO,Lymph Node,Il2,27.52,2,04-06-2026
S0070,Mouse 4,Het,Lymph Node,Foxp3,26.94,1,2026.04.02
S1573,mouse_75,Het,Spleen,Gapdh,17.95,1,10.03.2026
S_809,M-39,ko,spleen,Cd4,19.19,2,25/04/2026
S1185,M-57,WT,Thymus,Foxp3,25.6,3,04-13-2026
S0012,mouse_1,ko,Spleen,Cd4,19.45,3,2026.03.15
S0145 ,Mouse 7,WT,Lymph Node,Gapdh,17.14,1,10/04/2026
S0918,Mouse44,KO,spleen,Cd8a,28.15,3,2026.03.11
S1542,Mouse74,WT,Spleen,Foxp3,29.49,3,04-27-2026
S1452,M-70,Het,Lymph Node,Il2,24.01,3,03-26-2026
S_640,M-31,HET,Spleen,Cd4,19.99,1,06/03/2026
S0177,Mouse 9,KO ,spleen,Foxp3,26.03,3,2026.04.18
S0995,M-48,WT,Lymph Node,FOXP3,26.37,2,05.04.2026
S0441,Mouse 21,WT ,thymus,Gapdh,17.67,3,10/03/2026
S0522,mouse_25,KO,thymus,Tnfa,22.65,3,21.03.2026
S1875,mouse_90,KO,Thymus,Ifng,22.7,3,05/03/2026
S1840 ,M-88,KO,thymus,Cd8a,21.68,1,2026.04.01
S_1005,M-48,WT,Lymph Node,Tnfa,23.65,3,05/04/2026
S1256,Mouse60,HET,Thymus,Tnfa,23.3,2,01.03.2026
S1235,M-59,WT,Thymus,Tnfa,22.93,2,03-24-2026
S0144 ,Mouse 7,WT,Lymph Node,TNFA,22.88,3,10.04.2026
S0754,Mouse36,KO,Spleen,Gapdh,17.06,1,21/03/2026
S0520 ,mouse_25,KO,thymus,TNFA,22.77,1,21/03/2026
S1387,Mouse67,KO,Lymph Node,IL2,27.15,1,2026.04.06
S_1323,mouse_63,KO,spleen,Gapdh,18.53,3,12.04.2026
S0823,Mouse 40,WT,spleen,Ifng,22.1,1,11/03/2026
S0429,Mouse 21,WT ,thymus,Foxp3,26.22,3,2026.03.10
S0613,Mouse30,Het,Spleen,IFNG,20.98,1,03-10-2026
S1506,Mouse72,ko,Thymus,Cd8a,21.21,3,28/03/2026
S1033,Mouse 50,Het,Thymus,Ifng,22.69,1,03-15-2026
S0157,mouse_8,WT,thymus,Cd4,19.55,1,08.04.2026
S0540,Mouse 26,WT ,Lymph Node,Cd8a,20.74,3,05.04.2026
S1531,Mouse73,WT,Lymph Node,Gapdh,18.21,1,2026.04.14
S1461,M-70,Het,Lymph Node,CD4,21.04,3,03-26-2026
S1291,Mouse62,Het,Lymph Node,Cd4,19.96,1,2026.03.04
S0462,Mouse 22,wt,spleen,Gapdh,18.67,3,03-03-2026
S0577,Mouse28,KO,Spleen,Cd4,20.62,1,03-28-2026
S1363,mouse_65,WT,spleen,Gapdh,17.86,1,14/03/2026
S0256,mouse_13,WT,Thymus,Ifng,21.22,1,06.03.2026
S0980,M-47,KO,spleen,Cd8a,20.61,2,18/04/2026
s1186,M-57,WT,Thymus,Cd4,20.17,1,13.04.2026
S1007,M-48,WT,Lymph Node,Gapdh,18.56,2,04-05-2026
S1522,Mouse73,WT,Lymph Node,Cd4,19.77,1,14/04/2026
S0561,M-27,WT,spleen,Cd8a,20.11,3,14.04.2026
S0209,M-10,wt,Spleen,Gapdh,17.54,2,2026.04.10
S0911,Mouse44,KO,spleen,Foxp3,25.13,2,2026.03.11
S1312 ,mouse_63,KO,spleen,Cd4,20.71,1,12.04.2026
s0002,mouse_1,ko,Spleen,IL2,23.92,2,15/03/2026
S1366 ,M-66,KO,thymus,Il2,27.23,1,01.04.2026
S0270,mouse_13,WT,Thymus,Tnfa,23.4,3,03-06-2026
S0266,mouse_13,WT,Thymus,Cd8a,20.64,2,2026.03.06
S0915,Mouse44,KO,spleen,Cd4,24.8,3,03-11-2026
S_231,M-11,KO,Lymph Node,Gapdh,Undetermined,3,17/04/2026
S_1870,mouse_90,KO,Thymus,Il2,28.46,1,05.03.2026
S1120,Mouse 54,KO,thymus,Foxp3,29.32,1,2026.04.28
S1865,Mouse89,WT ,spleen,Tnfa,,2,03-28-2026
S0865,mouse_42,KO,Thymus,Ifng,22.35,1,12.04.2026
S1067,Mouse51,HET,spleen,Tnfa,22.65,2,04-29-2026
S0874,mouse_42,KO,Thymus,Cd8a,21.39,1,04-12-2026
S_1704,mouse_82,KO,Thymus,IL2,27.69,3,16.03.2026
s0399,Mouse 19,KO,Lymph Node,Gapdh,18.93,3,03-11-2026
s1733,M-83,KO,Thymus,Cd4,Undetermined,2,23.03.2026
S1653,mouse_79,WT,thymus,Cd8a,20.7,3,23.03.2026
S0046,Mouse 3,Het,Thymus,Ifng,,1,04/03/2026
S0162,mouse_8,WT,thymus,Cd8a,21.56,3,04-08-2026
S_992,M-48,WT,Lymph Node,Ifng,27.53,2,2026.04.05
S0728,M-35,KO,Lymph Node,Cd8a,20.16,2,03-30-2026
S0630,Mouse30,Het,Spleen,Gapdh,17.97,3,10/03/2026
S0289,Mouse 14,HET,Thymus,Tnfa,22.5,1,31/03/2026
S1614,Mouse 77,KO ,Lymph Node,Tnfa,23.39,3,14.03.2026
S1060,Mouse51,HET,spleen,Cd4,19.67,1,04-29-2026
S1851,Mouse89,WT ,spleen,IL2,22.99,3,03-28-2026
S0576,Mouse28,KO,Spleen,FOXP3,29.7,3,28.03.2026
S0851,mouse_41,KO ,Spleen,Cd4,19.17,2,27.03.2026
s1340,Mouse 64,WT,Lymph Node,Tnfa,22.48,2,2026.04.07
S0912,Mouse44,KO,spleen,Foxp3,24.68,3,03-11-2026
S1255 ,Mouse60,HET,Thymus,Tnfa,21.9,1,03-01-2026
S1726,M-83,KO,Thymus,Ifng,21.72,1,23/03/2026
S0933,mouse_45,ko,thymus,Foxp3,29.71,3,2026.03.15
S1101,Mouse 53,WT,thymus,FOXP3,26.2,3,2026.03.30
S1658,mouse_79,WT,thymus,Gapdh,17.75,2,03-23-2026
S_1208,mouse_58,Het,thymus,Cd4,20.98,2,04-19-2026
S0248,Mouse12,WT ,thymus,Tnfa,22.23,2,03/04/2026
S0477,Mouse 23,ko,spleen,Cd8a,21.91,3,29/04/2026
S1695,Mouse81,WT,Spleen,Cd8a,21.15,3,03-20-2026
S0086,M-5,KO,Lymph Node,Il2,27.81,2,04-09-2026
S0470 ,Mouse 23,ko,spleen,Foxp3,25.35,2,29.04.2026
S0226,M-11,KO,Lymph Node,Tnfa,,1,04-17-2026
S0775,Mouse 37,Het,Spleen,Gapdh,17.98,1,03.03.2026
S0332,Mouse16,Het,spleen,Tnfa,23.12,2,05.04.2026
S0234 ,Mouse12,WT ,thymus,Il2,23.93,3,03.04.2026
S0589,mouse_29,wt,spleen,Il2,27.04,1,28/04/2026
s0476,Mouse 23,ko,spleen,Cd8a,20.48,2,2026.04.29
S1285 ,Mouse62,Het,Lymph Node,Ifng,21.36,1,03-04-2026
S1773,mouse_85,KO,Thymus,Foxp3,29.79,3,03.04.2026
S0600,mouse_29,wt,spleen,CD4,20.44,3,28/04/2026
S0422,Mouse 21,WT ,thymus,Il2,24.48,2,03-10-2026
S1712,mouse_82,KO,Thymus,Cd4,20.06,2,16.03.2026
S0183,Mouse 9,KO ,spleen,Cd8a,21.63,3,04-18-2026
S0989 ,M-48,WT,Lymph Node,Il2,25.25,2,2026.04.05
S_1001,M-48,WT,Lymph Node,Cd8a,20.32,2,04-05-2026
S1642 ,mouse_79,WT,thymus,Ifng,22.36,1,23/03/2026
S1357,mouse_65,WT,spleen,Cd8a,20.62,1,14.03.2026
S1463,M-70,Het,Lymph Node,Cd8a,21.13,2,03-26-2026
S0050,Mouse 3,Het,Thymus,Foxp3,26.08,2,04.03.2026
s1779,mouse_85,KO,Thymus,Cd8a,20.47,3,03/04/2026
S1030,Mouse 50,Het,Thymus,Il2,23.78,1,15.03.2026
S0530,Mouse 26,WT ,Lymph Node,Ifng,21.88,2,04-05-2026
S1259,Mouse60,HET,Thymus,Gapdh,18.23,2,2026.03.01
S0487 ,Mouse24,WT,thymus,Ifng,21.61,1,2026.04.29
S1872,mouse_90,KO,Thymus,Il2,27.32,3,05/03/2026
S0498,Mouse24,WT,thymus,Cd8a,21.45,3,04-29-2026
S1647,mouse_79,WT,thymus,Foxp3,25.82,3,2026.03.23
S0107,Mouse 6,Het,thymus,Il2,22.85,2,22/03/2026
S_444,Mouse 22,wt,spleen,Il2,24.02,3,2026.03.03
S1513 ,Mouse73,WT,Lymph Node,IL2,24.62,1,14/04/2026
S0647,M-31,HET,Spleen,Tnfa,22.57,2,06.03.2026
S_1037,Mouse 50,Het,Thymus,Foxp3,26.48,2,03-15-2026
S0727,M-35,KO,Lymph Node,Cd8a,20.63,1,03-30-2026
s0191,M-10,wt,Spleen,Il2,24.03,2,2026.04.10
S0283,Mouse 14,HET,Thymus,Cd4,20.21,1,31/03/2026
S_30,Mouse 2,WT,Spleen,Foxp3,25.62,3,2026.04.02
s0170,Mouse 9,KO ,spleen,Il2,24.32,2,04-18-2026
S1002,M-48,WT,Lymph Node,CD8A,21.34,3,04-05-2026
S1205 ,mouse_58,Het,thymus,Foxp3,27.01,2,19/04/2026
S0101,M-5,KO,Lymph Node,Tnfa,22.9,2,09.04.2026
S0198,M-10,wt,Spleen,Foxp3,25.44,3,2026.04.10
S0496,Mouse24,WT,thymus,CD8A,20.46,1,29/04/2026
S1746,Mouse84,KO,Spleen,Il2,24.45,3,02.04.2026
S0648,M-31,HET,Spleen,Tnfa,23.06,3,03-06-2026
S0988 ,M-48,WT,Lymph Node,Il2,24.12,1,2026.04.05
S0045,Mouse 3,Het,Thymus,IL2,24.46,3,04/03/2026
S1833,M-88,KO,thymus,Ifng,Undetermined,3,2026.04.01
S0711,Mouse 34,HET,spleen,Tnfa,24.2,3,2026.04.08
S0374,Mouse 18,ko,Spleen,Tnfa,23.58,2,04-19-2026
S0679,M-33,Het,spleen,Foxp3,26.2,1,17.03.2026
S0567,M-27,WT,spleen,Gapdh,18.11,3,14/04/2026
S1673,Mouse 80,WT,spleen,Cd8a,Undetermined,2,24.03.2026
S0848,mouse_41,KO ,Spleen,Foxp3,30.71,2,2026.03.27
S0461 ,Mouse 22,wt,spleen,Gapdh,19.85,2,2026.03.03
S1438,Mouse69,WT,Lymph Node,Cd4,20.29,1,2026.04.02
S_1156,M-56,WT,thymus,Il2,23.05,1,2026.04.04
S0040,Mouse 2,WT,Spleen,Gapdh,18.72,1,04-02-2026
S0435,Mouse 21,WT ,thymus,Cd8a,20.41,3,03-10-2026
S0974,M-47,KO,spleen,Foxp3,29.88,2,04-18-2026
S1240,Mouse60,HET,Thymus,IL2,24.37,1,2026.03.01
S1008,M-48,WT,Lymph Node,Gapdh,18.52,3,04-05-2026
S1580,Mouse76,KO ,thymus,Ifng,21.38,2,17/03/2026
S1591,Mouse76,KO ,thymus,Tnfa,23.19,1,2026.03.17
S_1787,mouse_86,WT,spleen,Il2,23.17,2,18/03/2026
S1499,Mouse72,ko,Thymus,Foxp3,25.79,2,28.03.2026
S0457,Mouse 22,wt,spleen,Tnfa,23.99,1,03.03.2026
S0261,mouse_13,WT,Thymus,FOXP3,26.04,3,06.03.2026
S0036,Mouse 2,WT,Spleen,Cd8a,21.23,3,04-02-2026
S0828,Mouse 40,WT,spleen,Foxp3,25.68,3,11.03.2026
S0310 ,Mouse 15,WT ,thymus,Tnfa,Undetermined,1,03/03/2026
S0277,Mouse 14,HET,Thymus,Ifng,22.17,1,31/03/2026
S0637,M-31,HET,Spleen,Foxp3,27.54,1,06.03.2026
S_655,M-32,WT,Lymph Node,Ifng,21.79,1,2026.03.05
S0623,Mouse30,Het,Spleen,Cd8a,20.8,2,10/03/2026
S0845,mouse_41,KO ,Spleen,Ifng,22.17,2,2026.03.27
S0394,Mouse 19,KO,Lymph Node,Tnfa,22.33,1,2026.03.11
S1770,mouse_85,KO,Thymus,Ifng,Undetermined,3,03/04/2026
S0108,Mouse 6,Het,thymus,Il2,23.98,3,22.03.2026
S_350,Mouse 17,WT,spleen,Cd8a,20.49,2,10/03/2026
S0525,mouse_25,KO,thymus,Gapdh,18.32,3,03-21-2026
S0785,Mouse 38,KO,Thymus,Foxp3,29.63,2,18/04/2026
S0048 ,Mouse 3,Het,Thymus,Ifng,21.47,3,04/03/2026
S0204,M-10,wt,Spleen,Cd8a,21.68,3,04-10-2026
S1343,Mouse 64,WT,Lymph Node,Gapdh,17.48,2,07/04/2026
s1656,mouse_79,WT,thymus,Tnfa,22.5,3,2026.03.23
s0022,Mouse 2,WT,Spleen,IL2,24.36,1,02.04.2026
S_403,mouse_20,WT,spleen,Ifng,23.24,1,15/03/2026
S1108,Mouse 53,WT,thymus,TNFA,23.34,1,03-30-2026
S1155,Mouse55,KO ,spleen,Gapdh,17.64,3,29/03/2026
s1440,Mouse69,WT,Lymph Node,Cd4,19.99,3,04-02-2026
S0990,M-48,WT,Lymph Node,Il2,23.59,3,2026.04.05
S0742 ,Mouse36,KO,Spleen,Foxp3,29.44,1,2026.03.21
S1722,mouse_82,KO,Thymus,Gapdh,18.13,3,16.03.2026
S1311,mouse_63,KO,spleen,FOXP3,29.76,3,2026.04.12
S1148,Mouse55,KO ,spleen,Cd8a,20.41,2,29.03.2026
S0034,Mouse 2,WT,Spleen,Cd8a,21.0,1,2026.04.02
S0788,Mouse 38,KO,Thymus,Cd4,19.46,2,18/04/2026
S_1541,Mouse74,WT,Spleen,Foxp3,29.18,2,04-27-2026
S0924,Mouse44,KO,spleen,Gapdh,17.58,3,2026.03.11
S1044,Mouse 50,Het,Thymus,Cd8a,21.15,3,03-15-2026
S1830,M-88,KO,thymus,Il2,23.34,3,2026.04.01
S_1244,Mouse60,HET,Thymus,Ifng,22.09,2,2026.03.01
S0580 ,Mouse28,KO,Spleen,Cd8a,20.41,1,2026.03.28
S0482,Mouse 23,ko,spleen,Gapdh,17.17,2,2026.04.29
S0932,mouse_45,ko,thymus,Foxp3,30.17,2,03-15-2026
S_357,Mouse 17,WT,spleen,Gapdh,19.37,3,10/03/2026
S1686,Mouse81,WT,Spleen,IFNG,22.5,3,20.03.2026
S1249,Mouse60,HET,Thymus,Cd4,20.08,1,01/03/2026
S0760,Mouse 37,Het,Spleen,Ifng,21.2,1,2026.03.03
S0093 ,M-5,KO,Lymph Node,FOXP3,29.68,3,09/04/2026
S1176,M-56,WT,thymus,GAPDH,17.6,3,04/04/2026
S1416,Mouse68,Het,thymus,Foxp3,26.44,3,20.04.2026
S1342,Mouse 64,WT,Lymph Node,Gapdh,Undetermined,1,04-07-2026
S1473,mouse_71,KO,spleen,Il2,28.43,3,09/03/2026
s0804,M-39,ko,spleen,Ifng,22.87,3,25/04/2026
S0746,Mouse36,KO,Spleen,Cd4,21.06,2,21/03/2026
S1547,Mouse74,WT,Spleen,Cd8a,21.15,2,04-27-2026
S0280,Mouse 14,HET,Thymus,Foxp3,25.7,1,31/03/2026
S1608,Mouse 77,KO ,Lymph Node,Cd4,20.65,3,14/03/2026
S0765,Mouse 37,Het,Spleen,Foxp3,26.5,3,03/03/2026
S0605 ,mouse_29,wt,spleen,Tnfa,24.13,2,28/04/2026
S1883,mouse_90,KO,Thymus,Cd8a,22.04,2,2026.03.05
S1374,M-66,KO,thymus,Foxp3,Undetermined,3,2026.04.01
S1399,Mouse67,KO,Lymph Node,Cd8a,19.96,1,06.04.2026
S0401,mouse_20,WT,spleen,IL2,24.71,2,03-15-2026
S1729,M-83,KO,Thymus,Foxp3,29.71,1,2026.03.23
S0258,mouse_13,WT,Thymus,Ifng,22.79,3,2026.03.06
S0945,mouse_45,ko,thymus,Gapdh,17.98,3,15.03.2026
S1097,Mouse 53,WT,thymus,Ifng,21.54,2,03-30-2026
S1220,M-59,WT,Thymus,IL2,24.5,2,03-24-2026
S_1508,Mouse72,ko,Thymus,Tnfa,Undetermined,2,28.03.2026
S1162,M-56,WT,thymus,Foxp3,26.19,1,04.04.2026
S0495,Mouse24,WT,thymus,Cd4,19.86,3,2026.04.29
S0773,Mouse 37,Het,Spleen,Tnfa,,2,03-03-2026
S0551,M-27,WT,spleen,Ifng,20.88,2,14/04/2026
S1487,mouse_71,KO,spleen,Tnfa,21.34,2,09/03/2026
S0202,M-10,wt,Spleen,Cd8a,23.31,1,10/04/2026
S0313,Mouse 15,WT ,thymus,Gapdh,17.4,1,2026.03.03
S0291,Mouse 14,HET,Thymus,Tnfa,23.45,3,31.03.2026
S_1214,mouse_58,Het,thymus,Tnfa,22.27,2,19.04.2026
S0764,Mouse 37,Het,Spleen,FOXP3,Undetermined,2,2026.03.03
S1137,Mouse55,KO ,spleen,Il2,25.4,3,29/03/2026
s0950,M-46,KO ,Spleen,Ifng,21.61,2,21.03.2026
S0184,Mouse 9,KO ,spleen,TNFA,22.79,1,2026.04.18
S1177,M-57,WT,Thymus,Il2,23.16,1,13/04/2026
S1849,Mouse89,WT ,spleen,Il2,23.66,1,03-28-2026
S1350,mouse_65,WT,spleen,Ifng,21.76,3,14.03.2026
S1728,M-83,KO,Thymus,IFNG,22.02,3,23.03.2026
S1069,Mouse51,HET,spleen,Gapdh,18.08,1,2026.04.29
S1469,M-70,Het,Lymph Node,Gapdh,17.67,2,26/03/2026
S1812,Mouse87,Het,spleen,Ifng,22.46,3,2026.03.15
S1031,Mouse 50,Het,Thymus,IL2,24.46,2,15/03/2026
S0251,Mouse12,WT ,thymus,Gapdh,17.99,2,2026.04.03
S_824,Mouse 40,WT,spleen,Ifng,22.3,2,11.03.2026
S1100,Mouse 53,WT,thymus,Foxp3,25.85,2,30/03/2026
S1537 ,Mouse74,WT,Spleen,Ifng,21.5,1,27.04.2026
S0941,mouse_45,ko,thymus,Tnfa,22.95,2,03-15-2026
S_392,Mouse 19,KO,Lymph Node,Cd8a,21.31,2,03-11-2026
S1457,M-70,Het,Lymph Node,Foxp3,25.47,2,26.03.2026
S_1093,Mouse 53,WT,thymus,Il2,23.35,1,03-30-2026
S1192,M-57,WT,Thymus,Tnfa,23.25,1,04-13-2026
S0905,Mouse44,KO,spleen,Il2,23.66,2,11.03.2026
S0731,M-35,KO,Lymph Node,Tnfa,22.41,2,30/03/2026
S0555,M-27,WT,spleen,Foxp3,26.2,3,14/04/2026
S0367 ,Mouse 18,ko,Spleen,Cd4,19.91,1,19.04.2026
s0346,Mouse 17,WT,spleen,CD4,20.46,1,03-10-2026
S1609,Mouse 77,KO ,Lymph Node,Cd8a,20.73,1,2026.03.14
S0536,Mouse 26,WT ,Lymph Node,Cd4,20.15,2,04-05-2026
S1423,Mouse68,Het,thymus,Tnfa,23.49,1,20.04.2026
S1210 ,mouse_58,Het,thymus,Cd8a,20.88,1,04-19-2026
S1373,M-66,KO,thymus,Foxp3,29.23,2,01.04.2026
S1640,mouse_79,WT,thymus,Il2,24.13,2,23.03.2026
S_920,Mouse44,KO,spleen,Tnfa,22.94,2,03-11-2026
S0212,M-11,KO,Lymph Node,Il2,27.55,2,17.04.2026
S1604,Mouse 77,KO ,Lymph Node,Foxp3,28.64,2,03-14-2026
S0503,Mouse24,WT,thymus,Gapdh,17.0,2,29.04.2026
S0538,Mouse 26,WT ,Lymph Node,Cd8a,20.75,1,05.04.2026
S_1221,M-59,WT,Thymus,Il2,22.8,3,24.03.2026
S0176,Mouse 9,KO ,spleen,Foxp3,26.59,2,18.04.2026
